prolificPID,recID,questionNumber,response,created_at
614de004f576a3cff5f8dcd1,1,4,3,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,1,5,4,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,2,1,true,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,2,2,5,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,2,3,5,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,2,4,5,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,2,5,5,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,3,1,true,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,3,2,5,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,3,3,5,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,3,4,4,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,3,5,5,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,4,1,true,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,4,2,1,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,4,3,4,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,4,4,1,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,4,5,1,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,5,1,true,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,5,2,1,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,5,3,4,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,5,4,1,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,5,5,1,2023-06-13T20:24:54Z
5eef7da8a4868b05c902ef2d,0,1,true,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,0,2,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,0,3,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,0,4,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,0,5,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,1,1,true,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,1,2,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,1,3,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,1,4,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,1,5,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,2,1,true,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,2,2,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,2,3,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,2,4,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,2,5,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,3,1,true,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,3,2,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,3,3,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,3,4,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,3,5,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,4,1,true,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,4,2,1,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,4,3,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,4,4,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,4,5,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,5,1,true,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,5,2,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,5,3,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,5,4,5,2023-06-14T14:30:16Z
5eef7da8a4868b05c902ef2d,5,5,5,2023-06-14T14:30:16Z
632c3c38b5c143718e869a30,0,1,true,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,0,2,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,0,3,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,0,4,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,0,5,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,1,1,true,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,1,2,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,1,3,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,1,4,5,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,1,5,5,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,2,1,false,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,2,2,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,2,3,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,2,4,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,2,5,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,3,1,false,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,3,2,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,3,3,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,3,4,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,3,5,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,4,1,true,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,4,2,2,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,4,3,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,4,4,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,4,5,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,5,1,false,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,5,2,2,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,5,3,4,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,5,4,2,2023-06-14T14:30:28Z
632c3c38b5c143718e869a30,5,5,2,2023-06-14T14:30:28Z
60fcacf3513b15a2eefe3245,0,1,true,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,0,2,4,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,0,3,5,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,0,4,4,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,0,5,4,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,1,1,true,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,1,2,5,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,1,3,5,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,1,4,4,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,1,5,4,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,2,1,true,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,2,2,3,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,2,3,2,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,2,4,2,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,2,5,2,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,3,1,true,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,3,2,5,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,3,3,5,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,3,4,5,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,3,5,5,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,4,1,true,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,4,2,4,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,4,3,4,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,4,4,4,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,4,5,4,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,5,1,true,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,5,2,2,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,5,3,5,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,5,4,5,2023-06-14T14:31:37Z
60fcacf3513b15a2eefe3245,5,5,5,2023-06-14T14:31:37Z
5f733312e59fd2000a74b8cf,0,1,true,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,0,2,4,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,0,3,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,0,4,4,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,0,5,4,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,1,1,true,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,1,2,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,1,3,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,1,4,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,1,5,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,2,1,true,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,2,2,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,2,3,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,2,4,1,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,2,5,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,3,1,true,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,3,2,4,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,3,3,4,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,3,4,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,3,5,4,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,4,1,true,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,4,2,2,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,4,3,5,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,4,4,4,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,4,5,4,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,5,1,true,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,5,2,5,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,5,3,5,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,5,4,3,2023-06-14T14:31:46Z
5f733312e59fd2000a74b8cf,5,5,5,2023-06-14T14:31:46Z
61716480d6da1714ff60ed0d,0,1,true,2023-06-14T14:35:08Z
61716480d6da1714ff60ed0d,0,2,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,0,3,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,0,4,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,0,5,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,1,1,true,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,1,2,5,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,1,3,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,1,4,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,1,5,5,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,2,1,false,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,2,2,3,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,2,3,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,2,4,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,2,5,3,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,3,1,false,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,3,2,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,3,3,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,3,4,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,3,5,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,4,1,true,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,4,2,3,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,4,3,5,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,4,4,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,4,5,5,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,5,1,false,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,5,2,5,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,5,3,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,5,4,4,2023-06-14T14:35:12Z
61716480d6da1714ff60ed0d,5,5,5,2023-06-14T14:35:12Z
6159f4d629a0ba3faf6b3ce7,0,1,true,2023-06-14T14:36:39Z
6159f4d629a0ba3faf6b3ce7,0,2,2,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,0,3,2,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,0,4,2,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,0,5,2,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,1,1,false,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,1,2,2,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,1,3,2,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,1,4,1,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,1,5,1,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,2,1,false,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,2,2,1,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,2,3,1,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,2,4,1,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,2,5,1,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,3,1,true,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,3,2,4,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,3,3,4,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,3,4,5,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,3,5,5,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,4,1,true,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,4,2,5,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,4,3,2,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,4,4,1,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,4,5,1,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,5,1,true,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,5,2,2,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,5,3,5,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,5,4,5,2023-06-14T14:36:42Z
6159f4d629a0ba3faf6b3ce7,5,5,5,2023-06-14T14:36:42Z
608539cd54e4230bbaaf4959,0,1,true,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,0,2,4,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,0,3,3,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,0,4,4,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,0,5,4,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,1,1,true,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,1,2,4,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,1,3,3,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,1,4,4,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,1,5,5,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,2,1,true,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,2,2,4,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,2,3,3,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,2,4,3,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,2,5,3,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,3,1,true,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,3,2,5,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,3,3,3,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,3,4,5,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,3,5,4,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,4,1,true,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,4,2,5,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,4,3,5,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,4,4,5,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,4,5,5,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,5,1,true,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,5,2,4,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,5,3,3,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,5,4,4,2023-06-14T14:36:49Z
608539cd54e4230bbaaf4959,5,5,4,2023-06-14T14:36:49Z
60fd6beec09d68cd019bcffb,0,1,false,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,0,2,5,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,0,3,5,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,0,4,5,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,0,5,5,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,1,1,false,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,1,2,3,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,1,3,3,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,1,4,3,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,1,5,3,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,2,1,true,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,2,2,4,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,2,3,4,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,2,4,4,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,2,5,4,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,3,1,true,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,3,2,5,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,3,3,4,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,3,4,4,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,3,5,4,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,4,1,true,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,4,2,5,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,4,3,5,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,4,4,5,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,4,5,5,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,5,1,true,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,5,2,4,2023-06-14T14:36:54Z
60fd6beec09d68cd019bcffb,5,3,4,2023-06-14T14:36:55Z
60fd6beec09d68cd019bcffb,5,4,4,2023-06-14T14:36:55Z
60fd6beec09d68cd019bcffb,5,5,4,2023-06-14T14:36:55Z
615fe1aaa6cb24b63199aa82,0,1,true,2023-06-14T14:37:05Z
615fe1aaa6cb24b63199aa82,0,2,5,2023-06-14T14:37:08Z
615fe1aaa6cb24b63199aa82,0,3,4,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,0,4,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,0,5,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,1,1,false,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,1,2,3,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,1,3,3,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,1,4,4,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,1,5,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,2,1,true,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,2,2,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,2,3,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,2,4,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,2,5,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,3,1,false,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,3,2,4,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,3,3,4,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,3,4,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,3,5,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,4,1,false,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,4,2,1,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,4,3,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,4,4,1,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,4,5,3,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,5,1,true,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,5,2,5,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,5,3,1,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,5,4,1,2023-06-14T14:37:09Z
615fe1aaa6cb24b63199aa82,5,5,1,2023-06-14T14:37:09Z
611d165f95da360d1b0793f6,0,1,false,2023-06-14T14:37:17Z
611d165f95da360d1b0793f6,0,2,4,2023-06-14T14:37:26Z
60f09e8d836fb8fd1e90a271,0,1,false,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,0,3,5,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,0,4,4,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,0,2,2,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,0,5,4,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,1,1,false,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,0,3,4,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,1,2,4,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,0,4,4,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,1,3,3,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,1,4,3,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,1,5,3,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,2,1,false,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,0,5,3,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,2,2,2,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,1,1,true,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,2,3,3,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,1,2,4,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,2,4,3,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,2,5,3,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,1,3,4,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,3,1,true,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,1,4,4,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,3,2,5,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,3,3,5,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,3,4,5,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,1,5,2,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,3,5,5,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,4,1,false,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,2,1,true,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,4,2,2,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,2,2,5,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,4,3,4,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,2,3,4,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,4,4,4,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,2,4,5,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,2,5,4,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,4,5,1,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,5,1,true,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,3,1,false,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,5,2,5,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,3,2,3,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,5,3,1,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,3,3,4,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,5,4,1,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,3,4,3,2023-06-14T14:37:27Z
611d165f95da360d1b0793f6,5,5,5,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,3,5,4,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,4,1,true,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,4,2,1,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,4,3,2,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,4,4,2,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,4,5,2,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,5,1,true,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,5,2,4,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,5,3,5,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,5,4,4,2023-06-14T14:37:27Z
60f09e8d836fb8fd1e90a271,5,5,5,2023-06-14T14:37:27Z
6112c691afb389bfa5af502c,0,1,true,2023-06-14T14:37:30Z
6112c691afb389bfa5af502c,0,2,4,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,0,3,3,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,0,4,5,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,0,5,4,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,1,1,false,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,1,2,2,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,1,3,3,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,1,4,4,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,1,5,3,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,2,1,true,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,2,2,5,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,2,3,4,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,2,4,5,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,2,5,4,2023-06-14T14:37:31Z
6112c691afb389bfa5af502c,3,1,false,2023-06-14T14:37:31Z
