prolificPID,recID,questionNumber,response,created_at
642b9e0da2054656ac9592d2,3,4,5,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,3,5,5,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,4,1,true,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,4,2,4,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,4,3,4,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,4,4,2,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,4,5,2,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,5,1,false,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,5,2,2,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,5,3,4,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,5,4,4,2023-06-13T20:15:03Z
642b9e0da2054656ac9592d2,5,5,4,2023-06-13T20:15:03Z
5e739143d4934a023004b7fc,0,1,false,2023-06-13T20:15:18Z
5e739143d4934a023004b7fc,0,2,2,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,0,3,3,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,0,4,2,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,0,5,2,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,1,1,false,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,1,2,3,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,1,3,3,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,1,4,3,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,1,5,2,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,2,1,false,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,2,2,4,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,2,3,4,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,2,4,3,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,2,5,4,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,3,1,true,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,3,2,4,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,3,3,4,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,3,4,4,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,3,5,4,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,4,1,true,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,4,2,1,2023-06-13T20:15:25Z
5e739143d4934a023004b7fc,4,3,5,2023-06-13T20:15:26Z
5e739143d4934a023004b7fc,4,4,4,2023-06-13T20:15:26Z
5e739143d4934a023004b7fc,4,5,4,2023-06-13T20:15:26Z
5e739143d4934a023004b7fc,5,1,false,2023-06-13T20:15:26Z
5e739143d4934a023004b7fc,5,2,2,2023-06-13T20:15:26Z
5e739143d4934a023004b7fc,5,3,4,2023-06-13T20:15:26Z
5e739143d4934a023004b7fc,5,4,3,2023-06-13T20:15:26Z
5e739143d4934a023004b7fc,5,5,4,2023-06-13T20:15:26Z
5edc3d681a69d49159555f91,0,1,true,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,0,2,5,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,0,3,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,0,4,5,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,0,5,5,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,1,1,true,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,1,2,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,1,3,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,1,4,5,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,1,5,5,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,2,1,true,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,2,2,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,2,3,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,2,4,3,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,2,5,3,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,3,1,true,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,3,2,1,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,3,3,2,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,3,4,1,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,3,5,2,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,4,1,true,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,4,2,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,4,3,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,4,4,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,4,5,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,5,1,true,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,5,2,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,5,3,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,5,4,4,2023-06-13T20:15:33Z
5edc3d681a69d49159555f91,5,5,3,2023-06-13T20:15:33Z
61076ea4d11798351e01d677,0,1,true,2023-06-13T20:15:38Z
61076ea4d11798351e01d677,0,2,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,0,3,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,0,4,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,0,5,5,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,1,1,true,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,1,2,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,1,3,3,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,1,4,2,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,1,5,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,2,1,true,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,2,2,5,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,2,3,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,2,4,5,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,2,5,5,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,3,1,true,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,3,2,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,3,3,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,3,4,2,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,3,5,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,4,1,true,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,4,2,2,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,4,3,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,4,4,5,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,4,5,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,5,1,true,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,5,2,4,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,5,3,5,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,5,4,2,2023-06-13T20:15:39Z
61076ea4d11798351e01d677,5,5,4,2023-06-13T20:15:39Z
5e8212f00b53c392ed9fb619,0,1,true,2023-06-13T20:16:14Z
5e8212f00b53c392ed9fb619,0,2,5,2023-06-13T20:16:14Z
5e8212f00b53c392ed9fb619,0,3,4,2023-06-13T20:16:14Z
5e8212f00b53c392ed9fb619,0,4,4,2023-06-13T20:16:14Z
5e8212f00b53c392ed9fb619,0,5,4,2023-06-13T20:16:14Z
5e8212f00b53c392ed9fb619,1,1,true,2023-06-13T20:16:14Z
5e8212f00b53c392ed9fb619,1,2,5,2023-06-13T20:16:14Z
5e8212f00b53c392ed9fb619,1,3,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,1,4,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,1,5,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,2,1,false,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,2,2,3,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,2,3,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,2,4,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,2,5,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,3,1,true,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,3,2,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,3,3,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,3,4,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,3,5,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,4,1,true,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,4,2,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,4,3,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,4,4,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,4,5,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,5,1,false,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,5,2,3,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,5,3,5,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,5,4,4,2023-06-13T20:16:18Z
5e8212f00b53c392ed9fb619,5,5,3,2023-06-13T20:16:18Z
60e30e4e37884055cdbfbf39,0,1,true,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,0,2,5,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,0,3,5,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,0,4,5,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,0,5,5,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,1,1,false,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,1,2,2,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,1,3,2,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,1,4,2,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,1,5,3,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,2,1,true,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,2,2,5,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,2,3,4,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,2,4,5,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,2,5,4,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,3,1,true,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,3,2,4,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,3,3,4,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,3,4,3,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,3,5,4,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,4,1,false,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,4,2,2,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,4,3,4,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,4,4,4,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,4,5,1,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,5,1,false,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,5,2,1,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,5,3,4,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,5,4,4,2023-06-13T20:16:40Z
60e30e4e37884055cdbfbf39,5,5,4,2023-06-13T20:16:40Z
614ef63373aaba7d1af498d3,0,1,false,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,0,2,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,0,3,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,0,4,4,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,0,5,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,1,1,true,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,1,2,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,1,3,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,1,4,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,1,5,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,2,1,false,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,2,2,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,2,3,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,2,4,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,2,5,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,3,1,false,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,3,2,4,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,3,3,4,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,3,4,4,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,3,5,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,4,1,false,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,4,2,3,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,4,3,4,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,4,4,4,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,4,5,4,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,5,1,true,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,5,2,4,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,5,3,4,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,5,4,5,2023-06-13T20:17:43Z
614ef63373aaba7d1af498d3,5,5,5,2023-06-13T20:17:43Z
602c11c29029ff46f065703d,0,1,true,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,0,2,5,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,0,3,5,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,0,4,5,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,0,5,5,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,1,1,true,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,1,2,5,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,1,3,5,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,1,4,5,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,1,5,5,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,2,1,false,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,2,2,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,2,3,3,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,2,4,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,2,5,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,3,1,true,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,3,2,5,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,3,3,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,3,4,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,3,5,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,4,1,false,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,4,2,2,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,4,3,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,4,4,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,4,5,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,5,1,true,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,5,2,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,5,3,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,5,4,4,2023-06-13T20:17:44Z
602c11c29029ff46f065703d,5,5,4,2023-06-13T20:17:44Z
5c48734767be2c0001074eb6,0,1,false,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,0,2,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,0,3,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,0,4,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,0,5,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,1,1,true,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,1,2,5,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,1,3,5,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,1,4,5,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,1,5,5,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,2,1,true,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,2,2,5,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,2,3,5,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,2,4,5,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,2,5,5,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,3,1,true,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,3,2,4,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,3,3,4,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,3,4,4,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,3,5,4,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,4,1,false,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,4,2,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,4,3,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,4,4,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,4,5,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,5,1,false,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,5,2,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,5,3,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,5,4,3,2023-06-13T20:18:06Z
5c48734767be2c0001074eb6,5,5,3,2023-06-13T20:18:06Z
5c522508fcbef20001939a03,0,1,false,2023-06-13T20:18:32Z
5c522508fcbef20001939a03,0,2,1,2023-06-13T20:18:32Z
5c522508fcbef20001939a03,0,3,5,2023-06-13T20:18:32Z
5c522508fcbef20001939a03,0,4,4,2023-06-13T20:18:32Z
5c522508fcbef20001939a03,0,5,4,2023-06-13T20:18:32Z
5c522508fcbef20001939a03,1,1,false,2023-06-13T20:18:32Z
5c522508fcbef20001939a03,1,2,5,2023-06-13T20:18:33Z
5c522508fcbef20001939a03,1,3,4,2023-06-13T20:18:33Z
5c522508fcbef20001939a03,1,4,5,2023-06-13T20:18:33Z
5c522508fcbef20001939a03,1,5,4,2023-06-13T20:18:33Z
5c522508fcbef20001939a03,2,1,true,2023-06-13T20:18:33Z
5c522508fcbef20001939a03,2,2,2,2023-06-13T20:18:33Z
5c522508fcbef20001939a03,2,3,4,2023-06-13T20:18:33Z
5c522508fcbef20001939a03,2,4,4,2023-06-13T20:18:34Z
5c522508fcbef20001939a03,2,5,4,2023-06-13T20:18:34Z
5c522508fcbef20001939a03,3,1,true,2023-06-13T20:18:34Z
5c522508fcbef20001939a03,3,2,4,2023-06-13T20:18:34Z
5c522508fcbef20001939a03,3,3,4,2023-06-13T20:18:35Z
5c522508fcbef20001939a03,3,4,4,2023-06-13T20:18:36Z
5c522508fcbef20001939a03,3,5,4,2023-06-13T20:18:36Z
5c522508fcbef20001939a03,4,1,false,2023-06-13T20:18:36Z
5c522508fcbef20001939a03,4,2,2,2023-06-13T20:18:36Z
5c522508fcbef20001939a03,4,3,5,2023-06-13T20:18:36Z
5c522508fcbef20001939a03,4,4,4,2023-06-13T20:18:36Z
5c522508fcbef20001939a03,4,5,4,2023-06-13T20:18:36Z
5c522508fcbef20001939a03,5,1,true,2023-06-13T20:18:36Z
5c522508fcbef20001939a03,5,2,2,2023-06-13T20:18:42Z
5c522508fcbef20001939a03,5,3,5,2023-06-13T20:18:42Z
5c522508fcbef20001939a03,5,4,5,2023-06-13T20:18:42Z
5c522508fcbef20001939a03,5,5,4,2023-06-13T20:18:42Z
5f80019b6fa0e01d53854006,0,1,false,2023-06-13T20:18:52Z
5f80019b6fa0e01d53854006,0,2,4,2023-06-13T20:18:53Z
5f80019b6fa0e01d53854006,0,3,4,2023-06-13T20:18:53Z
5f80019b6fa0e01d53854006,0,4,5,2023-06-13T20:18:53Z
5f80019b6fa0e01d53854006,0,5,4,2023-06-13T20:18:53Z
5f80019b6fa0e01d53854006,1,1,false,2023-06-13T20:18:53Z
5f80019b6fa0e01d53854006,1,2,4,2023-06-13T20:18:53Z
5f80019b6fa0e01d53854006,1,3,3,2023-06-13T20:18:53Z
5f80019b6fa0e01d53854006,1,4,4,2023-06-13T20:18:53Z
5f80019b6fa0e01d53854006,1,5,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,2,1,false,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,2,2,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,2,3,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,2,4,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,2,5,5,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,3,1,true,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,3,2,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,3,3,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,3,4,5,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,3,5,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,4,1,true,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,4,2,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,4,3,2,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,4,4,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,4,5,3,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,5,1,true,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,5,2,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,5,3,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,5,4,4,2023-06-13T20:18:54Z
5f80019b6fa0e01d53854006,5,5,4,2023-06-13T20:18:54Z
5c8fe91371f3100016181dfd,0,1,true,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,0,2,3,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,0,3,3,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,0,4,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,0,5,3,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,1,1,true,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,1,2,5,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,1,3,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,1,4,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,1,5,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,2,1,true,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,2,2,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,2,3,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,2,4,3,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,2,5,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,3,1,true,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,3,2,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,3,3,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,3,4,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,3,5,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,4,1,true,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,4,2,3,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,4,3,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,4,4,5,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,4,5,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,5,1,true,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,5,2,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,5,3,3,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,5,4,4,2023-06-13T20:18:59Z
5c8fe91371f3100016181dfd,5,5,4,2023-06-13T20:18:59Z
60fb1b68ff87fb94e0e721f6,0,1,false,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,0,2,5,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,0,3,5,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,0,4,5,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,0,5,4,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,1,1,false,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,1,2,3,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,1,3,5,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,1,4,2,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,1,5,3,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,2,1,false,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,2,2,5,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,2,3,5,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,2,4,5,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,2,5,5,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,3,1,true,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,3,2,4,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,3,3,2,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,3,4,3,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,3,5,2,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,4,1,true,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,4,2,2,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,4,3,1,2023-06-13T20:22:14Z
60fb1b68ff87fb94e0e721f6,4,4,2,2023-06-13T20:22:15Z
60fb1b68ff87fb94e0e721f6,4,5,3,2023-06-13T20:22:15Z
60fb1b68ff87fb94e0e721f6,5,1,true,2023-06-13T20:22:15Z
60fb1b68ff87fb94e0e721f6,5,2,2,2023-06-13T20:22:15Z
60fb1b68ff87fb94e0e721f6,5,3,4,2023-06-13T20:22:15Z
60fb1b68ff87fb94e0e721f6,5,4,4,2023-06-13T20:22:15Z
60fb1b68ff87fb94e0e721f6,5,5,4,2023-06-13T20:22:15Z
614de004f576a3cff5f8dcd1,0,1,false,2023-06-13T20:24:53Z
614de004f576a3cff5f8dcd1,0,2,4,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,0,3,5,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,0,4,4,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,0,5,5,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,1,1,false,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,1,2,3,2023-06-13T20:24:54Z
614de004f576a3cff5f8dcd1,1,3,5,2023-06-13T20:24:54Z
